"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","Fundraising_Total","CAND_LAST"
"291","H2AZ03152","POZZOLO, LUIS B",0,"Representative","AZ","7",31990,"POZZOLO"
"292","H2AZ04192","STAHL, JUDITH",1,"Representative","AZ","4",73679,"STAHL"
"293","H2AZ04218","MORGAN, ADAM",0,"Representative","AZ","9",28693,"MORGAN"
"294","H2AZ05173","SMITH, CLINT",0,"Representative","AZ","5",55044,"SMITH"
"295","H2AZ06221","HODGE, JEVIN D",1,"Representative","AZ","1",1141123,"HODGE"
"296","H2AZ06239","KONCZAL, KEVIN",0,"Representative","AZ","6",6051,"KONCZAL"
"297","H2AZ06247","NORTON, ELIJAH",0,"Representative","AZ","1",586955,"NORTON"
"298","H2AZ06254","WILLIAMSON, W (WALTER) JOHN",1,"Representative","AZ","1",1100,"WILLIAMSON"
"299","H2AZ06270","METZENDORF, ADAM",1,"Representative","AZ","1",143737,"METZENDORF"
"300","H2AZ06288","TOWNSEND, KELLY",0,"Representative","AZ","6",1004,"TOWNSEND"
"301","H2AZ06304","MAYBERRY, YOUNG",0,"Representative","AZ","6",3562,"MAYBERRY"
"302","H2AZ07070","GRIJALVA, RAUL M",1,"Representative","AZ","7",161900,"GRIJALVA"
"303","H2AZ07187","ZINK, JEFFREY NELSON MR",0,"Representative","AZ","3",17963,"ZINK"
"304","H2AZ07195","BECKER, NINA",0,"Representative","AZ","7",5501,"BECKER"
"305","H2AZ09142","STOVALL, ALEX",0,"Representative","AZ","9",8386,"STOVALL"
"306","H2AZ09167","LOPEZ, JESUS RENE JR.",0,"Representative","AZ","9",77890,"LOPEZ"
"307","H2AZ09175","WHEELESS, TANYA CONTRERAS",0,"Representative","AZ","4",478357,"WHEELESS"
"308","H2AZ09183","DAVISON, JERONE",0,"Representative","AZ","4",31549,"DAVISON"
"309","H2AZ09191","COOPER, KELLY",0,"Representative","AZ","4",478201,"COOPER"
"310","H2AZ09209","KUTZ, RANDY",0,"Representative","AZ","9",8950,"KUTZ"
"311","H2AZ09225","DOWLING, SANDRA E DR",0,"Representative","AZ","9",31550,"DOWLING"
"312","H2CA00096","BARKLEY, MICHAEL JAMES MR.",1,"Representative","CA","5",13361,"BARKLEY"
"313","H2CA00104","LOWENTHAL, ALAN",1,"Representative","CA","47",19190,"LOWENTHAL"
"314","H2CA00120","BROWNLEY, JULIA",1,"Representative","CA","26",628126,"BROWNLEY"
"315","H2CA00153","RECILE, RUDY",0,"Representative","CA","8",6105,"RECILE"
"316","H2CA01177","HAWKINS, BRIAN",0,"Representative","CA","25",113955,"HAWKINS"
"317","H2CA01219","LYDON, ROBERT K",1,"Representative","CA","1",10000,"LYDON"
"318","H2CA01227","STEINER, MAX",1,"Representative","CA","1",219355,"STEINER"
"319","H2CA01235","ZINK, DAVID LEON MR.",1,"Representative","CA","1",4000,"ZINK"
"320","H2CA02142","LAMALFA, DOUG",0,"Representative","CA","1",233989,"LAMALFA"
"321","H2CA02209","BROWER, DOUGLAS REV",0,"Representative","CA","2",5907,"BROWER"
"322","H2CA02241","COULOMBE, CHRIS MR",0,"Representative","CA","2",2900,"COULOMBE"
"323","H2CA03116","PALETTA, JASON",0,"Representative","CA","3",7400,"PALETTA"
"324","H2CA03157","KILEY, KEVIN",0,"Representative","CA","3",1169273,"KILEY"
"325","H2CA04122","JONES, KERMIT",1,"Representative","CA","3",1332081,"JONES"
"326","H2CA04148","BROCK, MATTHEW",0,"Representative","CA","4",2250,"BROCK"
"327","H2CA06259","HUFFMAN, JARED",1,"Representative","CA","2",151664,"HUFFMAN"
"328","H2CA06317","FREMGEN, JAMES LUCAS",1,"Representative","CA","7",11575,"FREMGEN"
"329","H2CA07133","DANIELS, BRET",0,"Representative","CA","6",2377,"DANIELS"
"330","H2CA07141","SEMENENKO, MAX",0,"Representative","CA","7",4152,"SEMENENKO"
"331","H2CA08214","MARSHALL, DEREK",1,"Representative","CA","23",351042,"MARSHALL"
"332","H2CA09121","CHIMA, HARPREET SINGH",1,"Representative","CA","9",57885,"CHIMA"
"333","H2CA09139","PATTI, THOMAS",0,"Representative","CA","9",603806,"PATTI"
"334","H2CA09147","MADISON, JONATHAN",0,"Representative","CA","9",1600,"MADISON"
"335","H2CA09154","SHOEMAKER, JAMES H",0,"Representative","CA","9",300,"SHOEMAKER"
"336","H2CA10194","DALY, JOLENE",0,"Representative","CA","5",2250,"DALY"
"337","H2CA10244","KERR, MICHAEL ERNEST",0,"Representative","CA","10",268,"KERR"
"338","H2CA12174","DENNIS, JOHN MR.",0,"Representative","CA","11",142742,"DENNIS"
"339","H2CA12190","CURRY, ERIC",1,"Representative","CA","12",523,"CURRY"
"340","H2CA13115","GRAY, ADAM C.",1,"Representative","CA","13",839944,"GRAY"
"341","H2CA13131","DUARTE, JOHN",0,"Representative","CA","13",1046342,"DUARTE"
"342","H2CA14147","MATTAMMAL, GUS",0,"Representative","CA","15",7950,"MATTAMMAL"
"343","H2CA14162","MULLIN, KEVIN",1,"Representative","CA","15",188474,"MULLIN"
"344","H2CA14170","CANEPA, DAVID",1,"Representative","CA","15",42872,"CANEPA"
"345","H2CA14196","WONG, THOMAS",0,"Representative","CA","14",2148,"WONG"
"346","H2CA15094","SWALWELL, ERIC MICHAEL",1,"Representative","CA","14",1196979,"SWALWELL"
"347","H2CA15110","COTA, JACKIE S",0,"Representative","CA","15",1500,"COTA"
"348","H2CA16134","GIGLIO, DAVID ANTHONY",0,"Representative","CA","13",287891,"GIGLIO"
"349","H2CA16142","BROWN, NATHAN K",0,"Representative","CA","16",46905,"BROWN"
"350","H2CA16167","FOX, RICHARD DR.",0,"Representative","CA","16",9955,"FOX"
"351","H2CA18130","TANAKA, GREG",1,"Representative","CA","16",9730,"TANAKA"
"352","H2CA18148","RADING, AJWANG",1,"Representative","CA","16",106825,"RADING"
"353","H2CA18155","OHTAKI, PETER",0,"Representative","CA","16",13866,"OHTAKI"
"354","H2CA18163","HERNANDEZ, PETER",0,"Representative","CA","18",118242,"HERNANDEZ"
"355","H2CA20094","VALADAO, DAVID",0,"Representative","CA","22",754599,"VALADAO"
"356","H2CA20136","EPPERSON, DALILA",0,"Representative","CA","19",2500,"EPPERSON"
"357","H2CA21175","PARRA, NICOLE",1,"Representative","CA","21",51593,"PARRA"
"358","H2CA21183","MATHYS, CHRIS",0,"Representative","CA","21",2778,"MATHYS"
"359","H2CA21191","OSORIO, BRYAN",1,"Representative","CA","22",61557,"OSORIO"
"360","H2CA21209","LARA, ANGEL",1,"Representative","CA","21",35012,"LARA"
"361","H2CA21225","MEDEIROS, ADAM THOMAS MR",0,"Representative","CA","21",1250,"MEDEIROS"
"362","H2CA21233","SALAS, RUDY",1,"Representative","CA","22",1218515,"SALAS"
"363","H2CA22165","HUBBARD, LOURIN",1,"Representative","CA","22",9375,"HUBBARD"
"364","H2CA22199","HENG, ELIZABETH",0,"Representative","CA","22",24447,"HENG"
"365","H2CA22215","MAHER, MICHAEL A",0,"Representative","CA","21",153670,"MAHER"
"366","H2CA22231","CONWAY, CONNIE",0,"Representative","CA","22",5800,"CONWAY"
"367","H2CA22249","STOLL, MATTHEW",0,"Representative","CA","21",23100,"STOLL"
"368","H2CA23148","AMATO, BRUNO",1,"Representative","CA","23",37836,"AMATO"
"369","H2CA23155","WOOD, MARISA",1,"Representative","CA","20",215234,"WOOD"
"370","H2CA23163","GILL, LOUIS",1,"Representative","CA","23",90675,"GILL"
"371","H2CA24203","WESLANDER QUAID, MICHELE",0,"Representative","CA","24",11900,"QUAID"
"372","H2CA24229","ALLEN, BRAD DR.",0,"Representative","CA","24",8000,"ALLEN"
"373","H2CA25184","NAZANIN, RHODA",1,"Representative","CA","25",24874,"NAZANIN"
"374","H2CA25200","LUEVANOS, RUTH",1,"Representative","CA","25",8985,"LUEVANOS"
"375","H2CA25218","QUARTEY, JOHN QUAYE II",1,"Representative","CA","27",432540,"QUARTEY"
"376","H2CA25242","TYSON, BRIAN",0,"Representative","CA","25",689,"TYSON"
"377","H2CA25259","THAKUR, ALBERT 'BURT'",0,"Representative","CA","25",6330,"THAKUR"
"378","H2CA26133","JACOBS, MATTHEW",0,"Representative","CA","26",974432,"JACOBS"
"379","H2CA27222","DEPAOLIS, GIULIANO GIOVANNI",0,"Representative","CA","28",48,"DEPAOLIS"
"380","H2CA28113","CARDENAS, TONY",1,"Representative","CA","29",223522,"CARDENAS"
"381","H2CA28188","HALLMAN, WESLEY PHILLIP",0,"Representative","CA","28",45872,"HALLMAN"
"382","H2CA30275","RHODES, AARIKA SAMONE",1,"Representative","CA","32",95939,"RHODES"
"383","H2CA30283","VOLOTZKY, LUCIE LAPOINTE",0,"Representative","CA","32",25640,"VOLOTZKY"
"384","H2CA30291","AAZAMI, SHERVIN",1,"Representative","CA","32",55231,"AAZAMI"
"385","H2CA30309","POTELL, JASON RANDOLPH",1,"Representative","CA","32",34990,"POTELL"
"386","H2CA31125","AGUILAR, PETE",1,"Representative","CA","33",615949,"AGUILAR"
"387","H2CA31158","GUTIERREZ, REX DALE ALEXANDER",0,"Representative","CA","31",1000,"GUTIERREZ"
"388","H2CA33048","ROYBAL-ALLARD, LUCILLE",1,"Representative","CA","40",30908,"ALLARD"
"389","H2CA33196","GATES, DERRICK ROLLIN",0,"Representative","CA","36",1910,"GATES"
"390","H2CA33253","PORTER, JOHN MARK MR",0,"Representative","CA","33",3432,"PORTER"
"391","H2CA34079","KIM, DAVID YUNG HO",1,"Representative","CA","34",153446,"KIM"
"392","H2CA35142","CARACAMO, RAFAEL DR.",0,"Representative","CA","35",8373,"CARACAMO"
"393","H2CA36439","RUIZ, RAUL DR.",1,"Representative","CA","25",391028,"RUIZ"
"394","H2CA36462","JENKINS, STORM",0,"Representative","CA","36",250,"JENKINS"
"395","H2CA37023","CALVERT, KEN",0,"Representative","CA","41",984432,"CALVERT"
"396","H2CA37296","LEE, DANIEL",1,"Representative","CA","37",14270,"LEE"
"397","H2CA37304","KAMLAGER, SYDNEY",1,"Representative","CA","37",323715,"KAMLAGER"
"398","H2CA37312","PERRY, JAN",1,"Representative","CA","37",299171,"PERRY"
"399","H2CA38245","MOREIRA, ELIZABETH",1,"Representative","CA","38",1300,"MOREIRA"
"400","H2CA38252","ANI, SYLVESTER UGONNA JR.",1,"Representative","CA","38",9306,"ANI"
"401","H2CA39078","SANCHEZ, LINDA",1,"Representative","CA","38",199242,"SANCHEZ"
"402","H2CA39136","CHEN, JAY",1,"Representative","CA","45",1735483,"CHEN"
"403","H2CA39151","CHING, ERIC J",0,"Representative","CA","38",91414,"CHING"
"404","H2CA40084","RATHS, GREG",0,"Representative","CA","40",2436,"RATHS"
"405","H2CA40092","MAHMOOD, ASIF DR.",1,"Representative","CA","40",883344,"MAHMOOD"
"406","H2CA41132","SPINNEY, BILL",0,"Representative","CA","39",7500,"SPINNEY"
"407","H2CA42189","MOSELY, BRANDON",1,"Representative","CA","41",53648,"MOSELY"
"408","H2CA42197","KURANI, SHRINA",1,"Representative","CA","41",123462,"KURANI"
"409","H2CA42205","ROLLINS, WILL",1,"Representative","CA","41",1724563,"ROLLINS"
"410","H2CA42221","SUMMERVILLE, WILLIAM M.",1,"Representative","CA","42",9920,"SUMMERVILLE"
"411","H2CA42247","BELTRAN, JOAQUIN",1,"Representative","CA","42",1695,"BELTRAN"
"412","H2CA43245","TAKANO, MARK",1,"Representative","CA","39",272230,"TAKANO"
"413","H2CA45125","PHAN WEST, AMY",0,"Representative","CA","47",78720,"WEST"
"414","H2CA45133","TAURUS, NICHOLAS",0,"Representative","CA","40",6867,"TAURUS"
"415","H2CA45141","DALE, TERRY",0,"Representative","CA","45",250,"DALE"
"416","H2CA45158","COLLINS, SHAWN",0,"Representative","CA","45",235255,"COLLINS"
"417","H2CA46131","TRUMAN, CECILIA",0,"Representative","CA","25",1379,"TRUMAN"
"418","H2CA46149","ORTEGA, MICHAEL",1,"Representative","CA","46",22200,"ORTEGA"
"419","H2CA47170","LYONS, MICHELLE",0,"Representative","CA","47",18900,"LYONS"
"420","H2CA47188","GARCIA, ROBERT",1,"Representative","CA","42",282463,"GARCIA"
"421","H2CA47196","BAUGH, SCOTT",0,"Representative","CA","47",867953,"BAUGH"
"422","H2CA49242","RODRIGUEZ, CHRISTOPHER",0,"Representative","CA","49",354741,"RODRIGUEZ"
"423","H2CA49267","BARTLETT, LISA",0,"Representative","CA","49",112670,"BARTLETT"
"424","H2CA49275","ONEIL, JOSIAH",0,"Representative","CA","49",1000,"ONEIL"
"425","H2CA50026","VARGAS, JUAN C.",1,"Representative","CA","52",99000,"VARGAS"
"426","H2CA50174","HOULAHAN, STEPHEN WILLIAM",1,"Representative","CA","48",27932,"HOULAHAN"
"427","H2CA50190","BILASH, TIMOTHY DANIEL DR. M.D.",1,"Representative","CA","50",2575,"BILASH"
"428","H2CA50208","ROCHA, JOSEPH C.",1,"Representative","CA","50",157408,"ROCHA"
"429","H2CA50232","GUSTAFSON, COREY",0,"Representative","CA","50",28307,"GUSTAFSON"
"430","H2CA51206","CAPLAN, STAN",0,"Representative","CA","51",56008,"CAPLAN"
"431","H2CA52089","PETERS, SCOTT",1,"Representative","CA","50",250964,"PETERS"
"432","H2CA52154","BAILEY, RICHARD",0,"Representative","CA","52",415705,"BAILEY"
"433","H2CA52188","GEFFENEY, TYLER",0,"Representative","CA","52",8180,"GEFFENEY"
"434","H2CO01173","WATERS, DOM",0,"Representative","CO","1",1363,"WATERS"
"435","H2CO01199","WALIA, NEAL",1,"Representative","CO","1",89127,"WALIA"
"436","H2CO02197","YURASH, STEPHEN ANDREW",0,"Representative","CO","2",270,"YURASH"
"437","H2CO02205","DAWSON, MARSHALL",0,"Representative","CO","2",15947,"DAWSON"
"438","H2CO03195","WILHELM, COLIN",1,"Representative","CO","3",4075,"WILHELM"
"439","H2CO03211","DONOVAN, KERRY",1,"Representative","CO","3",171571,"DONOVAN"
"440","H2CO03245","SANDOVAL TAFOYA, SOLEDAD",1,"Representative","CO","3",95397,"TAFOYA"
"441","H2CO03260","ZIMMERMAN, MARINA",0,"Representative","CO","3",18167,"ZIMMERMAN"
"442","H2CO03278","BURNETT, DEBORA LYNN",1,"Representative","CO","3",65342,"BURNETT"
"443","H2CO03286","RHODES, KELLIE",1,"Representative","CO","3",7764,"RHODES"
"444","H2CO03302","BUERGER, COLIN",1,"Representative","CO","3",28971,"BUERGER"
"445","H2CO03310","SKOWRONSKI, KRISTIN ELISE",0,"Representative","CO","3",5000,"SKOWRONSKI"
"446","H2CO03328","CORAM, DON",0,"Representative","CO","3",3375,"CORAM"
"447","H2CO03344","WALKER, ALEX",1,"Representative","CO","3",2579,"WALKER"
"448","H2CO03351","FRISCH, ADAM",1,"Representative","CO","3",1781585,"FRISCH"
"449","H2CO04151","LEWIS, BOB",0,"Representative","CO","4",1050,"LEWIS"
"450","H2CO05141","GOENAGA-TORRES, SANTIAGO DAVID",1,"Representative","CO","5",10250,"TORRES"
"451","H2CO05182","MITCHELL, CHRISTOPHER",0,"Representative","CO","5",0,"MITCHELL"
"452","H2CO05190","COLOMBE, MICHAEL CHRISTOPHER MR",1,"Representative","CO","5",5880,"COLOMBE"
"453","H2CO06214","MONAHAN, STEVEN EDWARD",0,"Representative","CO","6",159464,"MONAHAN"
"454","H2CO07162","IMER, LAUREL ANNE",0,"Representative","CO","7",26149,"IMER"
"455","H2CO07170","AADLAND, ERIK",0,"Representative","CO","7",717524,"AADLAND"
"456","H2CO07196","ANDERSEN, CARL E",0,"Representative","CO","7",900,"ANDERSEN"
"457","H2CO07204","REICHERT, TIM",0,"Representative","CO","7",114510,"REICHERT"
"458","H2CO07212","DEMPSEY, BRAD",0,"Representative","CO","7",166,"DEMPSEY"
"459","H2CO08012","GRAY, GIULIANNA",0,"Representative","CO","8",16215,"GRAY"
"460","H2CO08020","CARAVEO, YADIRA",1,"Representative","CO","8",1506138,"CARAVEO"
"461","H2CO08038","TEDESCO, CHAZ",1,"Representative","CO","8",46425,"TEDESCO"
"462","H2CO08061","SAINE, LORI A",0,"Representative","CO","8",57358,"SAINE"
"463","H2CO08079","KIRKMEYER, BARBARA",0,"Representative","CO","8",516570,"KIRKMEYER"
"464","H2CO08087","HUMPHREY, JOHNNY",1,"Representative","CO","8",1196,"HUMPHREY"
"465","H2CO08095","KULMANN, JANIFER SUZANNE",0,"Representative","CO","8",62650,"KULMANN"
"466","H2CO08103","ALLCORN, TYLER",0,"Representative","CO","8",37400,"ALLCORN"
"467","H2CO08145","LONG, TIMOTHY LOUIS",0,"Representative","CO","8",435,"LONG"
"468","H2CT01197","LEGNANI, ANDREW JOSEPH",1,"Representative","CT","1",100,"LEGNANI"
"469","H2CT01205","HREZI, MUAD",1,"Representative","CT","1",75636,"HREZI"
"470","H2CT01213","LAZOR, LAWRENCE ZIDOVSKY DR",0,"Representative","CT","1",59927,"LAZOR"
"471","H2CT02112","COURTNEY, JOSEPH",1,"Representative","CT","2",387539,"COURTNEY"
"472","H2CT02161","FRANCE, MIKE",0,"Representative","CT","2",260984,"FRANCE"
"473","H2CT02179","DILIZIA, ANTHONY ADELINO MR.",1,"Representative","CT","2",1291,"DILIZIA"
"474","H2CT03102","CHAI, AMY FOGELSTROM DR",0,"Representative","CT","3",715,"CHAI"
"475","H2CT03110","DENARDIS, LESLEY",0,"Representative","CT","3",10328,"DENARDIS"
"476","H2CT04134","STEVENSON, JAYME MRS.",0,"Representative","CT","4",173571,"STEVENSON"
"477","H2CT05222","LOGAN, GEORGE S",0,"Representative","CT","5",642678,"LOGAN"
"478","H2CT05230","BOTELHO, MICHELLE L",0,"Representative","CT","5",1300,"BOTELHO"
"479","H2DC01011","HAMILTON, WENDY REV",1,"Representative","DC","0",2021,"HAMILTON"
"480","H2DC01029","WILLIAMS, KELLY MIKEL",1,"Representative","DC","0",3502,"WILLIAMS"
"481","H2FL01233","JONES, REBEKAH",1,"Representative","FL","1",277244,"JONES"
"482","H2FL01241","JONES, BRYAN CHRISTOPHER",0,"Representative","FL","1",1200,"JONES"
"483","H2FL01258","SCHILLER, MARGARET ANN MS",1,"Representative","FL","1",5711,"SCHILLER"
"484","H2FL01282","LOMBARDO, MARK",0,"Representative","FL","1",45660,"LOMBARDO"
"485","H2FL03163","HAWK, DANIELLE NICOLE",1,"Representative","FL","3",24122,"HAWK"
"486","H2FL03189","WATERS, JUSTIN JAMES MR.",0,"Representative","FL","3",8650,"WATERS"
"487","H2FL03197","ASENSIO, MANUEL P",0,"Representative","FL","3",66500,"ASENSIO"
"488","H2FL04146","GARNER-LOPEZ, LEIGHA LUNA",0,"Representative","FL","5",12715,"LOPEZ"
"489","H2FL04187","FISCHER, JASON",0,"Representative","FL","4",-11600,"FISCHER"
"490","H2FL04195","HILL, ANTHONY TONY",1,"Representative","FL","4",7800,"HILL"
"491","H2FL04203","MACIE, MARA HEATHER",0,"Representative","FL","5",7670,"MACIE"
"492","H2FL04211","BEAN, AARON P.",0,"Representative","FL","4",494951,"BEAN"
"493","H2FL05200","CHUBA, JON",0,"Representative","FL","4",1729,"CHUBA"
"494","H2FL07149","LIGGETT, JEREMY",0,"Representative","FL","7",2240,"LIGGETT"
"495","H2FL07156","MILLS, CORY",0,"Representative","FL","7",174036,"MILLS"
"496","H2FL07164","DUKE, BRADY",0,"Representative","FL","7",562591,"DUKE"
"497","H2FL07172","CAVAGNA, JOSEPH",0,"Representative","FL","7",3380,"CAVAGNA"
"498","H2FL07180","BENFIELD, ERIKA",0,"Representative","FL","7",62111,"BENFIELD"
"499","H2FL07198","LE, TUAN A",0,"Representative","FL","10",3370,"LE"
"500","H2FL07214","STURGILL, SCOTT",0,"Representative","FL","7",75290,"STURGILL"
"501","H2FL07255","KRULICK, AL MR.",1,"Representative","FL","7",500,"KRULICK"
"502","H2FL07263","ROBERTS, RUSSELL L. MR.",0,"Representative","FL","7",29350,"ROBERTS"
"503","H2FL07271","SANTOS, AL",0,"Representative","FL","7",29250,"SANTOS"
"504","H2FL07297","EDWARDS, TED",0,"Representative","FL","7",114605,"EDWARDS"
"505","H2FL08105","TERRY, JOANNE R",1,"Representative","FL","8",31518,"TERRY"
"506","H2FL08121","DODGE, DANELLE",1,"Representative","FL","8",9458,"DODGE"
"507","H2FL08139","GREEN, KAREN REV. DR.",1,"Representative","FL","7",29630,"GREEN"
"508","H2FL09186","PARKER, KEVIN COPELAND",1,"Representative","FL","9",1314,"PARKER"
"509","H2FL09194","SHEPHERD, GEORGE",0,"Representative","FL","18",500,"SHEPHERD"
"510","H2FL09228","MOORE, SCOTTY",0,"Representative","FL","9",294475,"MOORE"
"511","H2FL09277","MORALES, ADIANIS",0,"Representative","FL","9",7325,"MORALES"
"512","H2FL10184","JACKSON, NATALIE",1,"Representative","FL","10",62850,"JACKSON"
"513","H2FL10192","AYALA, ARAMIS",1,"Representative","FL","10",75425,"AYALA"
"514","H2FL10200","BRACY, RANDOLPH",1,"Representative","FL","10",249661,"BRACY"
"515","H2FL10218","ACHENBACH, JACK JOSEPH",1,"Representative","FL","10",3988,"ACHENBACH"
"516","H2FL10226","GRAY, TERENCE R MR. I",1,"Representative","FL","10",142416,"GRAY"
"517","H2FL10234","TACHON, TERESA DR.",1,"Representative","FL","10",3650,"TACHON"
"518","H2FL10259","FROST, MAXWELL ALEJANDRO",1,"Representative","FL","10",857387,"FROST"
"519","H2FL10275","KING, WILLIAM",0,"Representative","FL","10",1000,"KING"
"520","H2FL10283","WIMBISH, CALVIN B MR",0,"Representative","FL","10",101625,"WIMBISH"
"521","H2FL10291","HOLIC, JASON KYLE",0,"Representative","FL","10",500,"HOLIC"
"522","H2FL10309","BOONE, JEFFREY MR.",1,"Representative","FL","10",8474,"BOONE"
"523","H2FL10317","WEED, PETER",0,"Representative","FL","10",350,"WEED"
"524","H2FL10325","JAIN, USHA DR.",0,"Representative","FL","10",3400,"JAIN"
"525","H2FL10333","LOWE, THUY",0,"Representative","FL","10",17000,"LOWE"
"526","H2FL10358","BROWN, CORRINE",1,"Representative","FL","10",9452,"BROWN"
"527","H2FL11117","SABATINI, ANTHONY",0,"Representative","FL","7",451283,"SABATINI"
"528","H2FL11125","SORIANO, GAVRIEL ELIYAHU",0,"Representative","FL","11",1867,"SORIANO"
"529","H2FL11174","MUNNS, SHANTE",1,"Representative","FL","11",1920,"MUNNS"
"530","H2FL11182","PORTER, KEVIN DEAN",0,"Representative","FL","11",24,"PORTER"
"531","H2FL12131","LEISER, CHRISTOPHER MR.",0,"Representative","FL","12",960,"LEISER"
"532","H2FL13139","SCHNEIDER, JAN",1,"Representative","FL","16",1517,"SCHNEIDER"
"533","H2FL13212","CRAFT, FRANK S",0,"Representative","FL","13",1500,"CRAFT"
"534","H2FL13220","DIAMOND, BEN",1,"Representative","FL","13",504860,"DIAMOND"
"535","H2FL13246","RAYNER, MICHELE K. MS.",1,"Representative","FL","13",131479,"RAYNER"
"536","H2FL13279","HENSON, AUDREY",0,"Representative","FL","13",216950,"HENSON"
"537","H2FL13287","HAYSLETT, KEVIN",0,"Representative","FL","13",597502,"HAYSLETT"
"538","H2FL14053","FRANKEL, LOIS J.",1,"Representative","FL","22",247757,"FRANKEL"
"539","H2FL14186","DONALDS, BYRON",0,"Representative","FL","19",1005044,"DONALDS"
"540","H2FL14244","URBINA, ANGEL SALVADOR",0,"Representative","FL","14",50,"URBINA"
"541","H2FL14251","COLLINS, JAY",0,"Representative","FL","15",115976,"COLLINS"
"542","H2FL14269","BRADLEY, CHRISTOPHER",1,"Representative","FL","14",155,"BRADLEY"
"543","H2FL14277","JUDGE, JAMES",0,"Representative","FL","14",54850,"JUDGE"
"544","H2FL14301","NASHAGH, SAM",0,"Representative","FL","14",5882,"NASHAGH"
"545","H2FL15100","GELLER, EDDIE",1,"Representative","FL","15",269290,"GELLER"
"546","H2FL15134","RAYBON, JENNIFER SUSAN",0,"Representative","FL","18",1950,"RAYBON"
"547","H2FL15159","SCHMELING, WENDY JUNE MS.",0,"Representative","FL","18",7900,"SCHMELING"
"548","H2FL15191","TOLEDO, JACKIE",0,"Representative","FL","15",234075,"TOLEDO"
"549","H2FL15217","ROSS, DENNIS",0,"Representative","FL","15",49887,"ROSS"
"550","H2FL15225","BROWN, GAVIN",1,"Representative","FL","15",2383,"BROWN"
"551","H2FL15233","STARGEL, KELLI",0,"Representative","FL","15",181350,"STARGEL"
"552","H2FL15241","LEE, LAUREL MRS.",0,"Representative","FL","15",754247,"LEE"
"553","H2FL15258","RAMIREZ, CESAR",1,"Representative","FL","15",750,"RAMIREZ"
"554","H2FL15266","TORRES, JERRY",0,"Representative","FL","14",445737,"TORRES"
"555","H2FL16108","HYDE, MARTIN",0,"Representative","FL","16",8199,"HYDE"
"556","H2FL17106","KALE, ANDREA DORIA",1,"Representative","FL","17",4210,"KALE"
"557","H2FL18088","MARTZ, MELISSA",0,"Representative","FL","21",77058,"MARTZ"
"558","H2FL18096","BALDERRAMOS ROBINSON, CORINNA",1,"Representative","FL","21",41470,"ROBINSON"
"559","H2FL19110","HUFF, JIM",0,"Representative","FL","19",863,"HUFF"
"560","H2FL20134","SHARIEF, BARBARA",1,"Representative","FL","20",94893,"SHARIEF"
"561","H2FL20142","DOWLING, ELVIN",1,"Representative","FL","20",12678,"DOWLING"
"562","H2FL20159","HOLNESS, DALE",1,"Representative","FL","20",620480,"HOLNESS"
"563","H2FL20191","TER MAAT, MICHAEL",0,"Representative","FL","20",20479,"MAAT"
"564","H2FL20217","HARDY, OMARI",1,"Representative","FL","20",135713,"HARDY"
"565","H2FL20225","DEGRAMMONT, VIC",0,"Representative","FL","20",2750,"DEGRAMMONT"
"566","H2FL20266","JACKSON, PHIL",1,"Representative","FL","20",26525,"JACKSON"
"567","H2FL20290","MARINER, JASON",0,"Representative","FL","20",28424,"MARINER"
"568","H2FL21074","FEIT, KEITH DR.",0,"Representative","FL","21",4494,"FEIT"
"569","H2FL21082","BUONGIORNO, JEFFREY D",0,"Representative","FL","21",81700,"BUONGIORNO"
"570","H2FL21090","DORILAS, ROD MR.",0,"Representative","FL","22",102858,"DORILAS"
"571","H2FL21108","FRANZESE, DANIEL JOHN",0,"Representative","FL","22",157031,"FRANZESE"
"572","H2FL21132","ADEIMY, DEBORAH",0,"Representative","FL","22",112135,"ADEIMY"
"573","H2FL21140","ARIANAS, PETER STEVEN",0,"Representative","FL","22",16810,"ARIANAS"
"574","H2FL21165","MARKS, MARTIN J.",0,"Representative","FL","21",8100,"MARKS"
"575","H2FL21173","MCLAUGHLIN, CHRISTY",0,"Representative","FL","23",2900,"MCLAUGHLIN"
"576","H2FL21181","LAWLOR, CARRIE",0,"Representative","FL","22",2785,"LAWLOR"
"577","H2FL22148","CHESS, STEVEN",0,"Representative","FL","23",3608,"CHESS"
"578","H2FL22155","SWAFFAR, DARLENE",0,"Representative","FL","23",19612,"SWAFFAR"
"579","H2FL22163","NAPIER, MARK NOAH",0,"Representative","FL","23",9253,"NAPIER"
"580","H2FL22171","MOSKOWITZ, JARED",1,"Representative","FL","23",358291,"MOSKOWITZ"
"581","H2FL22197","SORENSEN, BEN",1,"Representative","FL","23",221000,"SORENSEN"
"582","H2FL22205","HOLZHAUER, HAVA",1,"Representative","FL","23",43480,"HOLZHAUER"
"583","H2FL23104","YOUNG, RUBIN MR.",0,"Representative","FL","25",6180,"YOUNG"
"584","H2FL23138","BUDD, JOE",0,"Representative","FL","23",65700,"BUDD"
"585","H2FL23153","HAMILTON, MICHAELANGELO COLLINS",1,"Representative","FL","23",35,"HAMILTON"
"586","H2FL23161","PERRONE, MYLES",0,"Representative","FL","23",2433,"PERRONE"
"587","H2FL23260","TROUT, W MICHAEL",1,"Representative","FL","23",500,"TROUT"
